,Run,Run start,Run end,"Run length (y, m, d, s)",Run length (days),Control directory,Output directory,Output GiB,Restart directory,Restart GiB,Run by,Run completion date,Job Id,Failed jobids,Queue,Service Units,Walltime Used (hr),SU per model year,Walltime (hr) per model year,Wait (hr) between runs,SU per calendar day,Model years per calendar day,Memory Used (Gb),NCPUs Used,MOM NCPUs,CICE NCPUs,Fraction of MOM runtime in oasis_recv,Max MOM wait for oasis_recv (s),Max CICE wait for coupler (s),Max CICE I/O time (s),MOM tile layout,CICE tile distribution,CICE block_size_x,CICE block_size_y,Timestep (s),MOM barotropic split,CICE dynamic split (ndtd),ktherm,Common inputs,Atmosphere executable,Atmosphere inputs,MOM executable,MOM inputs,CICE executable,CICE inputs,Payu version,Git hash of run,Commit date,Git-tracked file changes,Git log messages,ice/cice_in.nml -> setup_nml -> istep0
,2440,1958-01-01T00:00:00,1959-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/scratch/v45/hh0162/access-om2/control/1deg_jra55_iaf_omip2,/scratch/v45/hh0162/access-om2/archive/1deg_jra55_iaf_omip2/output2440,0.13,,,hakase hayashida,2020-12-19T13:13:09,14825995,"[14330562, 14331392, 14332429, 14333244, 14333961, 14335951, 14338518, 14338727, 14339634, 14341242, 14348855, 14349769, 14350710, 14351539, 14352410, 14353276, 14354437, 14355251, 14356075, 14361876, 14362458, 14363309, 14363778, 14364505, 14365048, 14366183, 14368047, 14368893, 14369333, 14370436, 14372531, 14374086, 14375424, 14376730, 14377857, 14379519, 14381050, 14382619, 14383942, 14384975, 14386088, 14396359, 14397716, 14398753, 14401558, 14404240, 14405400, 14406503, 14408015, 14409787, 14411430, 14413998, 14415109, 14417092, 14419390, 14420081, 14422234, 14422921, 14424566, 14426570, 14427508, 14428635, 14429105, 14429664, 14429990, 14430668, 14430862, 14431417, 14431733, 14432143, 14432279, 14432621, 14434268, 14434986, 14436390, 14437654, 14439438, 14440864, 14442166, 14442954, 14444060, 14444967, 14445969, 14447484, 14448761, 14452629, 14453516, 14454134, 14456278, 14456854, 14458669, 14459758, 14460749, 14461210, 14462510, 14463543, 14464725, 14465236, 14467386, 14468749, 14470747, 14471409, 14472217, 14472696, 14473775, 14474197, 14474928, 14475592, 14492625, 14493442, 14493943, 14494637, 14495166, 14495914, 14496340, 14496801, 14497490, 14497921, 14498663, 14499074, 14499908, 14500381, 14501039, 14501472, 14502175, 14502698, 14503422, 14503877, 14504554, 14505026, 14505720, 14506088, 14506766, 14507165, 14510133, 14510651, 14511155, 14511645, 14512179, 14512521, 14513272, 14513653, 14514187, 14514878, 14515601, 14516405, 14517430, 14519001, 14520452, 14521150, 14522083, 14522623, 14523414, 14524257, 14525274, 14525847, 14526686, 14527570, 14528228, 14528674, 14529337, 14529782, 14530318, 14531527, 14531912, 14532544, 14532958, 14533712, 14534064, 14534646, 14534955, 14535472, 14535493, 14536088, 14537073, 14538902, 14539501, 14541410, 14544684, 14546883, 14547405, 14547794, 14548207, 14548608, 14549123, 14551005, 14552808, 14556148, 14558109, 14560753, 14562377, 14563182, 14565288, 14568233, 14571445, 14574814, 14599384, 14604113, 14604707, 14605353, 14605885, 14607227, 14608181, 14608647, 14608907, 14609519, 14610028, 14610412, 14610996, 14611431, 14611882, 14612320, 14612764, 14613113, 14613659, 14614085, 14614575, 14615135, 14615742, 14616790, 14617367, 14618537, 14618987, 14621437, 14622006, 14623209, 14624045, 14624756, 14627097, 14630969, 14632298, 14633544, 14637884, 14639274, 14642980, 14645454, 14647588, 14648436, 14648835, 14649754, 14651443, 14652675, 14654262, 14657189, 14659092, 14659543, 14659921, 14660345, 14660638, 14660993, 14661358, 14661978, 14662323, 14662807, 14663184, 14663528, 14663902, 14668761, 14669307, 14670228, 14671519, 14672811, 14674195, 14675238, 14675966, 14677542, 14680155, 14681282, 14681899, 14682427, 14684177, 14685394, 14687776, 14688303, 14688908, 14690179, 14693441, 14695823, 14696745, 14697617, 14698402, 14700259, 14700974, 14701582, 14702392, 14703009, 14703722, 14704701, 14705365, 14706255, 14707078, 14707844, 14708622, 14709192, 14709668, 14710252, 14710775, 14711724, 14712443, 14713342, 14714524, 14715602, 14716749, 14718246, 14719525, 14721482, 14722596, 14724195, 14724988, 14726507, 14730125, 14731770, 14733593, 14736010, 14737260, 14742168, 14742781, 14744395, 14772025, 14773016]",normal,237.12,0.4116666666666667,237.2824109589041,0.4119486301369863,,,,115.44000000040978,288,216,24,0.013,94.670809,887.9,2.17,"[16, 15]",cartesian,15,300,5400,80,1,1,/g/data/ik11/inputs/access-om2/input_20200530/common_1deg_jra55,/g/data/ik11/inputs/access-om2/bin/yatm_a9d4b67.exe,"['/g/data/ik11/inputs/access-om2/input_20200530/yatm_1deg', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hr/rsds/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hr/rlds/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hr/prra/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hr/prsn/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hrPt/psl/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/land/day/friver/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hrPt/tas/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hrPt/huss/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hrPt/uas/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hrPt/vas/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/landIce/day/licalvf/gr/v20190429']",/g/data/ik11/inputs/access-om2/bin/fms_ACCESS-OM-BGC_08cf2b5_libaccessom2_a9d4b67.x,"['/scratch/v45/hh0162/access-om2/control/1deg_jra55_iaf_omip2/input_omip2_bgc', '/g/data/ik11/inputs/access-om2/input_20200530/mom_1deg']",/g/data/ik11/inputs/access-om2/bin/cice_auscom_360x300_24p_26e6159_libaccessom2_a9d4b67.exe,"['/scratch/v45/hh0162/access-om2/control/1deg_jra55_iaf_omip2/input_omip2_bgc', '/g/data/ik11/inputs/access-om2/input_20200530/cice_1deg']",/g/data3/hh5/public/apps/miniconda3/envs/analysis3-20.07,ae4a495fe481e11926959293dd98e0ae5006c058,2020-12-19 12:48:46 +1100,,,85497600
,2441,1959-01-01T00:00:00,1960-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/scratch/v45/hh0162/access-om2/control/1deg_jra55_iaf_omip2,/scratch/v45/hh0162/access-om2/archive/1deg_jra55_iaf_omip2/output2441,0.131,,,hakase hayashida,2020-12-19T13:38:10,14826422,[],normal,236.48,0.41055555555555556,236.6419726027397,0.4108367579908676,0.006388888888888888,13612.17321785476,57.522226797466985,97.49000000022352,288,216,24,0.012,95.363097,884.29,2.16,"[16, 15]",cartesian,15,300,5400,80,1,1,/g/data/ik11/inputs/access-om2/input_20200530/common_1deg_jra55,/g/data/ik11/inputs/access-om2/bin/yatm_a9d4b67.exe,"['/g/data/ik11/inputs/access-om2/input_20200530/yatm_1deg', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hr/rsds/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hr/rlds/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hr/prra/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hr/prsn/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hrPt/psl/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/land/day/friver/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hrPt/tas/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hrPt/huss/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hrPt/uas/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hrPt/vas/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/landIce/day/licalvf/gr/v20190429']",/g/data/ik11/inputs/access-om2/bin/fms_ACCESS-OM-BGC_08cf2b5_libaccessom2_a9d4b67.x,"['/scratch/v45/hh0162/access-om2/control/1deg_jra55_iaf_omip2/input_omip2_bgc', '/g/data/ik11/inputs/access-om2/input_20200530/mom_1deg']",/g/data/ik11/inputs/access-om2/bin/cice_auscom_360x300_24p_26e6159_libaccessom2_a9d4b67.exe,"['/scratch/v45/hh0162/access-om2/control/1deg_jra55_iaf_omip2/input_omip2_bgc', '/g/data/ik11/inputs/access-om2/input_20200530/cice_1deg']",/g/data3/hh5/public/apps/miniconda3/envs/analysis3-20.07,321eb52dac500192fb0f6cf77e7a3c19a32100ef,2020-12-19 13:13:43 +1100,manifests/restart.yaml,['2020-12-19 13:13:43: Run 2441'],85532640
,2442,1960-01-01T00:00:00,1961-01-01T00:00:00,"[1, 0, 0, 0]",366.0,/scratch/v45/hh0162/access-om2/control/1deg_jra55_iaf_omip2,/scratch/v45/hh0162/access-om2/archive/1deg_jra55_iaf_omip2/output2442,0.131,,,hakase hayashida,2020-12-19T14:03:12,14826923,[],normal,237.28,0.41194444444444445,236.7937704918033,0.411100295992714,0.00527777777777777,13649.129161118508,57.6414199274342,110.69000000040978,288,216,24,0.012,90.341997,884.3,2.23,"[16, 15]",cartesian,15,300,5400,80,1,1,/g/data/ik11/inputs/access-om2/input_20200530/common_1deg_jra55,/g/data/ik11/inputs/access-om2/bin/yatm_a9d4b67.exe,"['/g/data/ik11/inputs/access-om2/input_20200530/yatm_1deg', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hr/rsds/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hr/rlds/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hr/prra/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hr/prsn/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hrPt/psl/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/land/day/friver/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hrPt/tas/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hrPt/huss/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hrPt/uas/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hrPt/vas/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/landIce/day/licalvf/gr/v20190429']",/g/data/ik11/inputs/access-om2/bin/fms_ACCESS-OM-BGC_08cf2b5_libaccessom2_a9d4b67.x,"['/scratch/v45/hh0162/access-om2/control/1deg_jra55_iaf_omip2/input_omip2_bgc', '/g/data/ik11/inputs/access-om2/input_20200530/mom_1deg']",/g/data/ik11/inputs/access-om2/bin/cice_auscom_360x300_24p_26e6159_libaccessom2_a9d4b67.exe,"['/scratch/v45/hh0162/access-om2/control/1deg_jra55_iaf_omip2/input_omip2_bgc', '/g/data/ik11/inputs/access-om2/input_20200530/cice_1deg']",/g/data3/hh5/public/apps/miniconda3/envs/analysis3-20.07,1a9cab65276ebf6b739d9f7773426a6267a02f09,2020-12-19 13:38:40 +1100,manifests/restart.yaml,['2020-12-19 13:38:40: Run 2442'],85567680
,2443,1961-01-01T00:00:00,1962-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/scratch/v45/hh0162/access-om2/control/1deg_jra55_iaf_omip2,/scratch/v45/hh0162/access-om2/archive/1deg_jra55_iaf_omip2/output2443,0.131,,,hakase hayashida,2020-12-19T14:28:40,14827302,[],normal,239.52,0.41583333333333333,239.68405479452056,0.4161181506849315,0.008611111111111125,13543.539267015709,56.50580001505101,102.75,288,216,24,0.012,89.019812,882.7,2.17,"[16, 15]",cartesian,15,300,5400,80,1,1,/g/data/ik11/inputs/access-om2/input_20200530/common_1deg_jra55,/g/data/ik11/inputs/access-om2/bin/yatm_a9d4b67.exe,"['/g/data/ik11/inputs/access-om2/input_20200530/yatm_1deg', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hr/rsds/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hr/rlds/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hr/prra/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hr/prsn/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hrPt/psl/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/land/day/friver/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hrPt/tas/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hrPt/huss/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hrPt/uas/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hrPt/vas/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/landIce/day/licalvf/gr/v20190429']",/g/data/ik11/inputs/access-om2/bin/fms_ACCESS-OM-BGC_08cf2b5_libaccessom2_a9d4b67.x,"['/scratch/v45/hh0162/access-om2/control/1deg_jra55_iaf_omip2/input_omip2_bgc', '/g/data/ik11/inputs/access-om2/input_20200530/mom_1deg']",/g/data/ik11/inputs/access-om2/bin/cice_auscom_360x300_24p_26e6159_libaccessom2_a9d4b67.exe,"['/scratch/v45/hh0162/access-om2/control/1deg_jra55_iaf_omip2/input_omip2_bgc', '/g/data/ik11/inputs/access-om2/input_20200530/cice_1deg']",/g/data3/hh5/public/apps/miniconda3/envs/analysis3-20.07,b071e95426602245ec9eba437aa6176232deddd1,2020-12-19 14:03:43 +1100,manifests/restart.yaml,['2020-12-19 14:03:43: Run 2443'],85602720
,2444,1962-01-01T00:00:00,1963-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/scratch/v45/hh0162/access-om2/control/1deg_jra55_iaf_omip2,/scratch/v45/hh0162/access-om2/archive/1deg_jra55_iaf_omip2/output2444,0.131,,,hakase hayashida,2020-12-19T14:53:56,14827915,[],normal,240.48,0.4175,240.6447123287671,0.4177859589041096,0.0036111111111111205,13705.456464379948,56.95307547691158,153.05999999959022,288,216,24,0.013,100.752397,886.31,2.24,"[16, 15]",cartesian,15,300,5400,80,1,1,/g/data/ik11/inputs/access-om2/input_20200530/common_1deg_jra55,/g/data/ik11/inputs/access-om2/bin/yatm_a9d4b67.exe,"['/g/data/ik11/inputs/access-om2/input_20200530/yatm_1deg', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hr/rsds/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hr/rlds/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hr/prra/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hr/prsn/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hrPt/psl/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/land/day/friver/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hrPt/tas/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hrPt/huss/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hrPt/uas/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hrPt/vas/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/landIce/day/licalvf/gr/v20190429']",/g/data/ik11/inputs/access-om2/bin/fms_ACCESS-OM-BGC_08cf2b5_libaccessom2_a9d4b67.x,"['/scratch/v45/hh0162/access-om2/control/1deg_jra55_iaf_omip2/input_omip2_bgc', '/g/data/ik11/inputs/access-om2/input_20200530/mom_1deg']",/g/data/ik11/inputs/access-om2/bin/cice_auscom_360x300_24p_26e6159_libaccessom2_a9d4b67.exe,"['/scratch/v45/hh0162/access-om2/control/1deg_jra55_iaf_omip2/input_omip2_bgc', '/g/data/ik11/inputs/access-om2/input_20200530/cice_1deg']",/g/data3/hh5/public/apps/miniconda3/envs/analysis3-20.07,43e7d7a633a70c3a20fb9d6d80db6e039d6a0582,2020-12-19 14:29:18 +1100,manifests/restart.yaml,['2020-12-19 14:29:18: Run 2444'],85637760
,2445,1963-01-01T00:00:00,1964-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/scratch/v45/hh0162/access-om2/control/1deg_jra55_iaf_omip2,/scratch/v45/hh0162/access-om2/archive/1deg_jra55_iaf_omip2/output2445,0.131,,,hakase hayashida,2020-12-19T15:19:19,14828259,[],normal,237.28,0.41194444444444445,237.4425205479452,0.412226598173516,0.011111111111111127,13460.927117531188,56.69130822258565,151.04000000003725,288,216,24,0.011,86.87818,878.11,2.25,"[16, 15]",cartesian,15,300,5400,80,1,1,/g/data/ik11/inputs/access-om2/input_20200530/common_1deg_jra55,/g/data/ik11/inputs/access-om2/bin/yatm_a9d4b67.exe,"['/g/data/ik11/inputs/access-om2/input_20200530/yatm_1deg', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hr/rsds/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hr/rlds/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hr/prra/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hr/prsn/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hrPt/psl/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/land/day/friver/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hrPt/tas/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hrPt/huss/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hrPt/uas/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hrPt/vas/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/landIce/day/licalvf/gr/v20190429']",/g/data/ik11/inputs/access-om2/bin/fms_ACCESS-OM-BGC_08cf2b5_libaccessom2_a9d4b67.x,"['/scratch/v45/hh0162/access-om2/control/1deg_jra55_iaf_omip2/input_omip2_bgc', '/g/data/ik11/inputs/access-om2/input_20200530/mom_1deg']",/g/data/ik11/inputs/access-om2/bin/cice_auscom_360x300_24p_26e6159_libaccessom2_a9d4b67.exe,"['/scratch/v45/hh0162/access-om2/control/1deg_jra55_iaf_omip2/input_omip2_bgc', '/g/data/ik11/inputs/access-om2/input_20200530/cice_1deg']",/g/data3/hh5/public/apps/miniconda3/envs/analysis3-20.07,4e5aeeab5776cef539a84eedcf3b084df789e482,2020-12-19 14:54:51 +1100,manifests/restart.yaml,['2020-12-19 14:54:51: Run 2445'],85672800
,2446,1964-01-01T00:00:00,1965-01-01T00:00:00,"[1, 0, 0, 0]",366.0,/scratch/v45/hh0162/access-om2/control/1deg_jra55_iaf_omip2,/scratch/v45/hh0162/access-om2/archive/1deg_jra55_iaf_omip2/output2446,0.131,,,hakase hayashida,2020-12-19T15:44:29,14828947,[],normal,239.04,0.415,238.55016393442622,0.41414959016393443,0.004444444444444473,13677.520529801324,57.33603492119613,152.29000000003725,288,216,24,0.012,98.528057,885.15,2.21,"[16, 15]",cartesian,15,300,5400,80,1,1,/g/data/ik11/inputs/access-om2/input_20200530/common_1deg_jra55,/g/data/ik11/inputs/access-om2/bin/yatm_a9d4b67.exe,"['/g/data/ik11/inputs/access-om2/input_20200530/yatm_1deg', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hr/rsds/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hr/rlds/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hr/prra/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hr/prsn/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hrPt/psl/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/land/day/friver/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hrPt/tas/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hrPt/huss/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hrPt/uas/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/atmos/3hrPt/vas/gr/v20190429', '/g/data/qv56/replicas/input4MIPs/CMIP6/OMIP/MRI/MRI-JRA55-do-1-4-0/landIce/day/licalvf/gr/v20190429']",/g/data/ik11/inputs/access-om2/bin/fms_ACCESS-OM-BGC_08cf2b5_libaccessom2_a9d4b67.x,"['/scratch/v45/hh0162/access-om2/control/1deg_jra55_iaf_omip2/input_omip2_bgc', '/g/data/ik11/inputs/access-om2/input_20200530/mom_1deg']",/g/data/ik11/inputs/access-om2/bin/cice_auscom_360x300_24p_26e6159_libaccessom2_a9d4b67.exe,"['/scratch/v45/hh0162/access-om2/control/1deg_jra55_iaf_omip2/input_omip2_bgc', '/g/data/ik11/inputs/access-om2/input_20200530/cice_1deg']",/g/data3/hh5/public/apps/miniconda3/envs/analysis3-20.07,9b659649ea72205ede03355c1fec1607888c754e,2020-12-19 15:19:52 +1100,manifests/restart.yaml,['2020-12-19 15:19:52: Run 2446'],85707840
